,timestamp,front_cam_ts,back_cam_ts,lidar_ts,tx,ty,tz,qx,qy,qz,qw
8105,1681219936721122,1681219936678207,1681219936749704,1681219936721122,6.223452911395715,-67.64625899709507,-0.332562106941516,0.02204596511928389,0.018266573505345714,0.17624840878643447,0.9839292688575652
8160,1681219942270350,1681219942295446,1681219942290079,1681219942270350,11.25882114882137,-67.44540681169343,-0.5296333450258013,0.02380294801537749,0.018462096281826844,-0.21082391137359263,0.9770597980982522
8216,1681219947916881,1681219947912576,1681219947886166,1681219947916881,15.085677319910422,-70.75211697697641,-0.5137100200839517,0.020506814662806645,0.01310608721332186,-0.3930216988978213,0.9192070741817712
8269,1681219953262691,1681219953213059,1681219953295580,1681219953262691,18.401284768912493,-74.44603080085555,-0.5652248406280193,0.020831800907624768,0.01225936960851416,-0.41414030871293217,0.9098920532826432
8319,1681219958305770,1681219958313448,1681219958302554,1681219958305770,21.80749377796564,-78.09295067155098,-0.8509858161210943,0.015289520482942487,0.019037259847921616,-0.35398201622167164,0.934933444418652
8385,1681219964962768,1681219964997445,1681219964981831,1681219964962768,26.21104544522912,-80.32592444036003,-0.9336995276264896,0.020165932157429532,0.023170583329293344,-0.00849100841981338,0.9994920520066266
8437,1681219970207611,1681219970214565,1681219970202756,1681219970207611,31.141476969713985,-79.41806256997701,-0.9768026745392931,0.01919249497727472,0.018332700243476555,0.18255585179496325,0.9828371794014232
8490,1681219975553308,1681219975581680,1681219975586432,1681219975553308,35.73511125726435,-77.48477192889787,-1.1570492908441015,0.016496556404384452,0.02039475986528708,0.2404741767589464,0.9703010294279507
8541,1681219980698382,1681219980698792,1681219980714338,1681219980698382,40.10553917021673,-75.13907917482896,-1.2824768876031716,0.01451347020081848,0.019325243483604447,0.2299224069669216,0.9729088245676296
8598,1681219986446516,1681219986415919,1681219986453333,1681219986446516,44.593681377830656,-72.81021225051897,-1.0386446689181852,0.007829596812760237,0.019346055973473317,0.28071501554378114,0.9595642279598983
8651,1681219991792200,1681219991799668,1681219991794610,1681219991792200,48.806229359032045,-70.0619563104206,-1.2737804780171404,0.009409868909433872,0.024256973060752442,0.2800707016825976,0.9596267272664173
8704,1681219997137980,1681219997116914,1681219997127391,1681219997137980,53.03065338546009,-67.39859634031092,-1.354745551141677,0.010776309732597083,0.02102661632826111,0.2776620167905805,0.960388232427969
8756,1681220002382822,1681220002400648,1681220002391047,1681220002382822,57.64327495998961,-65.5649160970268,-1.3721379068103414,0.012434943634200063,0.01325042973843277,0.0491965964644871,0.9986237996287048
8813,1681220008132006,1681220008101152,1681220008133287,1681220008132006,62.625254950818565,-66.34226813824151,-1.3034532020026683,0.013571885822680083,0.007934158172191915,-0.1547537720655693,0.9878279825358223
8870,1681220013881392,1681220013901655,1681220013869495,1681220013881392,66.89503284198602,-68.87094854198916,-1.261955906782207,0.014828942959992344,0.0023389552691007575,-0.3104550562866938,0.9504695101711385
8924,1681220019327756,1681220019302157,1681220019350972,1681220019327756,70.92978024845348,-71.83395048801673,-1.069785868519644,0.014277475062978827,-0.004005077439097012,-0.3135250592197849,0.94946413850222
8985,1681220025480982,1681220025502674,1681220025489624,1681220025480982,75.26535872229447,-74.16090550055726,-0.9390372091318558,0.011341439157368167,0.00011658240168408686,0.027980128432247175,0.9995441313815504
9043,1681220031330605,1681220031286570,1681220031361515,1681220031330605,79.87527011770028,-72.13409506060547,-0.8326437983389798,-0.01242192015848374,0.0006913537210312354,0.31555914561090553,0.9488243481018624
9097,1681220036777007,1681220036803664,1681220036753849,1681220036777007,83.50891035716371,-68.68749702883483,-0.6777869369912867,-0.008268279232918587,0.006227613890691054,0.35926541302971254,0.933178019128368
9154,1681220042526207,1681220042504174,1681220042556899,1681220042526207,87.1413442522166,-65.22257610625523,-0.7710992966764698,-0.005603975755061446,0.015136001191849033,0.3623792923301554,0.9318909514604983
9206,1681220047771443,1681220047787918,1681220047781457,1681220047771443,90.93171894691265,-61.782117900361214,-0.6565035638501847,-0.0014934481008198467,0.02256311685318585,0.35462415353121574,0.9347354626325612
9261,1681220053318518,1681220053288407,1681220053304075,1681220053318518,94.67013499215844,-58.2859740734576,-0.7386092709099752,-0.0029163078004197348,0.025819854130962428,0.38066456827583034,0.9243480495683672
9315,1681220058765327,1681220058788912,1681220058764191,1681220058765327,98.19002037649356,-54.693963321095,-0.8551220675405533,-0.008844821138586607,0.03195852941823648,0.40423920921927525,0.9140520134359011
9369,1681220064211694,1681220064189415,1681220064240528,1681220064211694,101.15641615591184,-50.717808224216974,-0.8637311641677305,-0.005224323746058309,0.031771402661201605,0.5236473318075264,0.8513264686976405
9425,1681220069860036,1681220069906531,1681220069844669,1681220069860036,102.4705502272682,-45.91404947456371,-1.2981643879670417,-0.0075945404895249565,0.03022715680153812,0.7165002359464496,0.6968902738847269
9482,1681220075609232,1681220075590413,1681220075594409,1681220075609232,100.91086896166036,-41.15951626590826,-1.5029697738649748,-0.011751931187809046,0.028266993891474215,0.8599633161279715,0.5094369088355096
9597,1681220087208436,1681220087208041,1681220087201256,1681220087208436,98.19186639475491,-36.969904692989594,-1.7364802472791183,-0.007550414425604991,0.034563787897301225,0.9017616017720365,0.43078341353599386
9653,1681220092856747,1681220092891917,1681220092859689,1681220092856747,94.83511027421297,-33.25015177646335,-1.7967748646803727,-0.006333864472516959,0.03726125361827422,0.924675097252272,0.3788765572863277
9708,1681220098404242,1681220098425670,1681220098409054,1681220098404242,91.99787238813369,-29.112586604291355,-1.8804236450418896,-0.014964322424504227,0.04161007421325687,0.8448328845727127,0.5331998386373462
9761,1681220103749934,1681220103792806,1681220103742998,1681220103749934,90.35649961987299,-24.447950087508993,-2.0738947003411,-0.015636716065593192,0.03699809688969478,0.8259815593197397,0.562264259579921
9818,1681220109499095,1681220109510079,1681220109494036,1681220109499095,87.53029205194449,-20.331518589095648,-2.217674117320189,-0.01402320135045378,0.040115936349758914,0.9122844237458968,0.40734652528932097
9872,1681220114945742,1681220114910412,1681220114947961,1681220114945742,84.33497042020122,-16.48603052561655,-2.399047588550503,-0.013093977588650867,0.04881384726081201,0.8615932744123938,0.5050770095280872
9929,1681220120694889,1681220120727686,1681220120672132,1681220120694889,83.64721082567453,-11.548118769162608,-2.6647046640022314,-0.01121336294995478,0.03351386841262256,0.6091302807579151,0.7922823879016608
9990,1681220126847497,1681220126811560,1681220126821146,1681220126847497,86.60411783360804,-7.539413183409145,-2.819993605056652,-0.016395677800528065,0.02725927839983833,0.36104238917237935,0.932006709584905
10041,1681220131991518,1681220131995302,1681220131958361,1681220131991519,90.50340336675964,-4.410249247757144,-2.957333722442332,-0.006497916825429427,0.016171186544361463,0.2808385218993352,0.9595967874165032
10097,1681220137639923,1681220137662425,1681220137640632,1681220137639923,95.18189879931012,-2.4961937396164826,-3.0023750861673126,-0.002331169172760223,-0.0010178015421483423,0.1154190729938728,0.9933136298871288
10154,1681220143389052,1681220143396303,1681220143370826,1681220143389052,100.1580822649848,-1.988203147916964,-2.949459340610407,0.010282417819263036,-0.004246028312553438,-0.03848156806531668,0.9991973839270163
10210,1681220149037473,1681220149013432,1681220149045707,1681220149037473,105.02958756805614,-3.240096045476504,-2.6515698524966917,0.025307214552630544,-0.013613207648596512,-0.20024514990741643,0.979324310638544
10265,1681220154584963,1681220154597305,1681220154588990,1681220154584963,109.2091804906518,-5.9594189835814655,-2.44691034963782,0.03348753961646609,-0.015050393419561176,-0.33906366035237673,0.9400467565907559
10319,1681220160031393,1681220160014423,1681220160004148,1681220160031393,112.80670703165892,-9.43841973681881,-2.6096036458688086,0.03595253246069241,-0.009597901309441928,-0.3710137349362736,0.9278815140893549
10370,1681220165175384,1681220165214921,1681220165190923,1681220165175384,116.347399243116,-12.889617656091547,-2.2661405401165955,0.033374534575429125,-0.01942346551560827,-0.35981924922502484,0.9322226007324521
10422,1681220170420231,1681220170398663,1681220170445693,1681220170420231,119.89761566068591,-16.4428135533062,-2.1258202779952424,0.02592183980641152,-0.016159380787281654,-0.3975868697237401,0.9170559490330455
10476,1681220175867233,1681220175915785,1681220175889634,1681220175867233,123.25898052113784,-20.12661496333165,-1.9621837733776477,0.02828570510810576,-0.014255256067048678,-0.40419573411697346,0.9141239057603958
10530,1681220181313467,1681220181316280,1681220181339981,1681220181313467,126.67205266967416,-23.739060054469025,-1.9282312181051768,0.02926921004028145,-0.013033408516517731,-0.3932020768654044,0.9188936665114152
10585,1681220186860937,1681220186900156,1681220186855537,1681220186860937,130.00414667695324,-27.359939290309256,-1.7337588587812827,0.03214735148722837,-0.011273402441841046,-0.387814141432217,0.9211078383636376
10640,1681220192408964,1681220192417298,1681220192416314,1681220192408964,133.32105567915931,-30.94321598899848,-1.6257632158027775,0.025712895594625525,-0.013237552728436417,-0.392140429428,0.9194506500111496
10694,1681220197854951,1681220197901039,1681220197823530,1681220197854951,136.6511288196622,-34.52858156460938,-1.6262949524031955,0.021754730838647728,-0.009399580418316468,-0.3989042636811165,0.9166862974819268
10749,1681220203402401,1681220203401526,1681220203412984,1681220203402401,140.0849892314309,-38.16342042212781,-1.435428519643168,0.017673120513249034,-0.005670329663595591,-0.3718343408316716,0.9281135335459271
10802,1681220208748151,1681220208702024,1681220208744769,1681220208748151,143.6273284024042,-41.649698277769104,-1.2803592551244347,0.013667851109979368,-0.00492598849418224,-0.37051368715029553,0.9287133745767224
10856,1681220214194706,1681220214202529,1681220214227780,1681220214194706,147.28742875952324,-45.19438806926128,-1.1898025588308143,0.011516847407851952,-0.006792653258173931,-0.3727967928584129,0.9278166701035176
10909,1681220219540434,1681220219502916,1681220219565834,1681220219540434,150.69496076565608,-48.693782840878754,-1.0919027362204528,0.010726303947842134,0.0044746662668813456,-0.32758884630463264,0.9447488933797267
10961,1681220224785374,1681220224803386,1681220224756788,1681220224785374,154.9368960138538,-51.329978412351515,-0.8994878792334456,0.008301910873312406,-0.005406112448022724,-0.2876613700087573,0.9576809429182224
11016,1681220230332756,1681220230303892,1681220230360304,1681220230332757,159.39039631183678,-53.706726234148526,-0.6878065721988496,0.00624350912557976,-0.0016425720737907113,-0.2069004324747052,0.9783407032279507
11072,1681220235982873,1681220236004390,1681220235969928,1681220235982873,164.30398312440423,-54.60420977134572,-0.6940282420233755,-0.008268091023461684,-0.0017751584806691703,-0.002828677063497751,0.9999602422442938
11128,1681220241629402,1681220241604892,1681220241659018,1681220241629402,169.25568015994227,-53.7189375655212,-0.5956100217840262,-0.010415035595153976,0.007050032860274232,0.15175566922473757,0.9883380195704163
11183,1681220247177809,1681220247205393,1681220247183587,1681220247177809,173.6822392481101,-51.31641776510556,-0.5910562151319969,-0.004906939194833131,0.008258316922493512,0.3222608356104595,0.9466021740842316
11239,1681220252825180,1681220252789146,1681220252850102,1681220252825180,177.3126095109753,-47.83292269362121,-0.6316047405123361,0.009393393370613538,0.0077867247216372865,0.367046223014982,0.9301226807521312
11297,1681220258675241,1681220258706424,1681220258656088,1681220258675241,180.40847103287967,-43.90343860790957,-0.4652642026736189,-0.007898311427626451,0.011183937875391894,0.4914067194047912,0.8708225837298963
11351,1681220264121830,1681220264090166,1681220264120260,1681220264121831,182.8238126636958,-39.55566061657554,-0.4794234663432061,-0.015962667597025696,0.009153825104625066,0.5234022862969553,0.8518869921698893
11411,1681220270173624,1681220270207421,1681220270206353,1681220270173624,183.18386335360017,-34.52611858803281,-0.6902359765517049,-0.02068093837246848,0.00983557482103842,0.8216287802126232,0.5695627338426305
11468,1681220275922779,1681220275907926,1681220275955728,1681220275922779,180.256868867188,-30.450340721609944,-0.6099566487463414,-0.02215388195443768,0.0036304924568638574,0.9381373403296622,0.34553488350390515
11521,1681220281268522,1681220281291666,1681220281272958,1681220281268522,176.49377215602632,-27.123395480099056,-0.8342420322991123,-0.02785134472849412,0.0010510642644344374,0.926156530691861,0.3761080676049672
11576,1681220286816020,1681220286808796,1681220286818589,1681220286816021,172.72619636445313,-23.78958704536027,-0.9420365359612227,-0.026237081526383488,0.0008280878782655714,0.9287879777311987,0.36968070310124934
11628,1681220292060837,1681220292109288,1681220292084648,1681220292060837,169.1200393474831,-20.3747978676441,-1.1058493593158707,-0.02654172584021691,0.00010493149020541878,0.9236322201698977,0.3823598405204589
11682,1681220297507446,1681220297493181,1681220297482487,1681220297507446,165.800775987051,-16.654926133955847,-1.2537149073757023,-0.02453497832721828,-0.001235572822186438,0.9185077086521912,0.3946391989460565
11740,1681220303357526,1681220303393669,1681220303368234,1681220303357526,162.3915898109882,-13.07706065892648,-1.262750218867546,-0.029106619828439505,-0.0024925828389655556,0.9250790840805555,0.37864928351924015
11797,1681220309106655,1681220309094175,1681220309091638,1681220309106655,159.05092654724487,-9.341946455739246,-1.424225341855319,-0.024320800206583757,-0.0033222394658006674,0.9089377483922878,0.4162086387255811
11851,1681220314553251,1681220314594672,1681220314556905,1681220314553251,155.6434504163108,-5.68567655836131,-1.509952359110743,-0.025660130128861848,-0.002342559177639433,0.9280294985846499,0.3716144775099494
11910,1681220320504164,1681220320495180,1681220320508573,1681220320504165,152.08753842101345,-2.3445371061043385,-1.7418211226779752,-0.0257434442315673,-0.005746667696261534,0.9173775120130627,0.3971432378150321
11965,1681220326052026,1681220326012308,1681220326046869,1681220326052026,149.01588798912078,1.451180231143338,-1.6507498527246611,-0.02501370546247136,-0.007556989798396262,0.9097547488999209,0.41432294565744865
12016,1681220331195624,1681220331212675,1681220331182416,1681220331195624,145.67253909321377,5.186397641532289,-1.786444754296073,-0.027390444269110064,-0.005339175620566258,0.9099191156369671,0.4138459372337408
12071,1681220336743312,1681220336713183,1681220336711176,1681220336743312,142.34670785749597,8.902224722474834,-1.926503350515547,-0.02395180852314551,-0.0014476037243277508,0.9103684982671033,0.4131021818809808
12124,1681220342089056,1681220342097052,1681220342115065,1681220342089056,139.13369107826043,12.703226234973364,-2.0060362195597783,-0.02069484481910094,-0.004069507826409391,0.9045781688624,0.42578574297586735
12174,1681220347135116,1681220347097411,1681220347121549,1681220347135116,135.84213237524807,16.500521612533248,-2.0592957968315124,-0.023235489008816935,-0.0030239829579090005,0.9047922703594522,0.4252080844426401
12231,1681220352881321,1681220352897918,1681220352859061,1681220352881321,132.55710830176653,20.437435893249095,-2.090145054739084,-0.021312540938731056,-0.012142265335018273,0.910066500095056,0.41373579298388485
12285,1681220358327767,1681220358298416,1681220358329167,1681220358327767,129.3130449980011,23.993490997317995,-2.2998653184660607,-0.020527543713612317,-0.014513033880559722,0.9237168956767788,0.38225003392795426
12336,1681220363471796,1681220363482298,1681220363465900,1681220363471796,125.44248558395348,27.382960732284523,-2.212894652585984,-0.02112380243166268,-0.012200435713786992,0.9385954359104967,0.34415627558887635
12393,1681220369220955,1681220369216046,1681220369215557,1681220369220955,121.56756605052875,30.547201277584826,-2.1672029943480986,-0.015351042261736276,-0.013001234170824508,0.9384430440033933,0.344847744045338
12445,1681220374465832,1681220374499923,1681220374479902,1681220374465832,118.04076082306624,34.07515380867478,-2.1178552338833314,-0.0123549883652995,-0.011731033888930384,0.9141536995605448,0.40500956863530974
12496,1681220379610400,1681220379583655,1681220379610103,1681220379610400,114.5049891924386,37.68558203258197,-2.117415314740896,-0.012207867258944209,-0.01470344254171548,0.9409266023226242,0.3380708591346087
12551,1681220385157367,1681220385200782,1681220385152937,1681220385157367,110.08007705703228,39.98861488998991,-2.1668412499611533,-0.02151046444881261,-0.01881313043746424,0.9844455599611581,0.17335023944344988
12614,1681220391511623,1681220391518052,1681220391488460,1681220391511623,105.08884255919187,39.494953204044464,-2.272970617808398,-0.03668200140928479,-0.01610556250650752,0.9736976391563443,-0.2242943359300885
12668,1681220396958255,1681220396918566,1681220396957129,1681220396958255,101.06060684326788,36.6332245648394,-2.3976971191091057,-0.04266900229430157,-0.007166625858905544,0.9241958340561944,-0.3794602166633315
12721,1681220402303992,1681220402318955,1681220402304492,1681220402303992,97.36676919482429,33.09234482375258,-2.773837279768942,-0.03864514909216602,-0.009241854516185501,0.9267166574928881,-0.37365408776293974
12776,1681220407851444,1681220407819428,1681220407835056,1681220407851444,93.70506290013113,29.507165858640047,-3.1572394576352885,-0.03886881620826571,-0.0065629227198836125,0.9281608488284254,-0.3700859114773735
12831,1681220413398850,1681220413386681,1681220413365637,1681220413398850,90.74646591398208,25.466663659235397,-3.2888597903892407,0.042659688353918514,-0.004328851050162125,-0.8416406304770863,0.5383330392686899
12886,1681220418946300,1681220418920431,1681220418974962,1681220418946300,89.00881551779632,20.735130745652416,-3.58259487430255,0.0439656453548211,-0.019199016028736977,-0.7396296778358515,0.671301988285821
12945,1681220424897201,1681220424904316,1681220424923435,1681220424897201,90.22609574987571,16.011679614359043,-3.617789382488708,0.04476911844369887,-0.022451649571819072,-0.44780743807622103,0.8927262446399175
12997,1681220430142077,1681220430104806,1681220430131237,1681220430142077,93.40805962206495,12.193056735533249,-3.6298152753468633,0.03917277802540316,-0.02164795376785048,-0.38107634022947096,0.9234596268796759
13053,1681220435790435,1681220435788578,1681220435786809,1681220435790435,96.87510044288365,8.583020652231708,-3.2425670344964264,0.04030709367664216,-0.024932050474278652,-0.39546814472737296,0.9172560588867101
13103,1681220440833544,1681220440805679,1681220440856583,1681220440833544,100.14244971188334,4.823859551207129,-3.2937248887131862,0.03938795618924418,-0.026708261902556815,-0.4059626417525408,0.9126497636852142
13157,1681220446280136,1681220446322802,1681220446265550,1681220446280136,103.35550696467332,0.9821170856987971,-2.84523627148311,0.038457737345055434,-0.020117953514011164,-0.4084613546737921,0.911743161270079
13210,1681220451625865,1681220451606677,1681220451602185,1681220451625865,106.5118384763466,-2.8131382911202376,-2.600339129497707,0.03205547974876389,-0.014161854390797693,-0.4101780356657226,0.9113319193113448
13263,1681220456971664,1681220457007050,1681220456947949,1681220456971664,109.9315740213471,-6.487013787483364,-2.5863092169511326,0.03261439026065102,-0.00988281981605606,-0.3771609932106104,0.9255205111831912
13320,1681220462720782,1681220462707557,1681220462699631,1681220462720782,113.63358253377397,-9.84725731129684,-2.798549181579196,0.04000425703883111,-0.014201058830909436,-0.35725301254304453,0.9330424826211136
13369,1681220467663257,1681220467708056,1681220467692944,1681220467663257,117.14928794060938,-13.307898999984529,-2.2020489828008207,0.029982502958368976,-0.01616185286626169,-0.3624278508831815,0.9313892295557635
13421,1681220472908286,1681220472908543,1681220472939002,1681220472908286,120.71348396282085,-16.851043866620888,-2.0668657615448778,0.0251208498467808,-0.01644499947458647,-0.3832814512810496,0.9231434525571571
13476,1681220478455385,1681220478425674,1681220478423695,1681220478455385,124.21739121985333,-20.43361165323166,-1.9131785368192544,0.02757125350397969,-0.015147631749405692,-0.38841307231138505,0.920948239854029
13529,1681220483801134,1681220483809412,1681220483826705,1681220483801134,127.66966153289484,-24.009835878335387,-1.832985597252196,0.025948195039274084,-0.011120746979556721,-0.3906021063320536,0.9201266297036422
13584,1681220489348583,1681220489309923,1681220489360741,1681220489348583,131.10995181736996,-27.64082747907896,-1.7399303718189758,0.02985643638997719,-0.010721058116169751,-0.3930265203081714,0.9189797638976669
13639,1681220494896060,1681220494910442,1681220494898685,1681220494896061,134.52962499655558,-31.330322937803903,-1.6521902966276047,0.030322252950552575,-0.017116078722557045,-0.4004266422918044,0.9156670273456816
13695,1681220500544398,1681220500594311,1681220500571595,1681220500544398,137.7991634148305,-34.98786557111539,-1.4948671166895071,0.01868991868606351,-0.008180821018620329,-0.40191432803495464,0.9154499626015504
13750,1681220506091838,1681220506111428,1681220506113812,1681220506091838,141.05739325162745,-38.70311848069394,-1.3752237086913834,0.020100206713165775,-0.0058098506589796175,-0.4263312495921241,0.9043251035698536
13803,1681220511437571,1681220511411922,1681220511456993,1681220511437571,144.40150207788983,-42.40483234441516,-1.2505456648324702,0.01229025561648829,-0.0025277792441700518,-0.387564184743438,0.9217573230808249
13866,1681220517792132,1681220517812442,1681220517801977,1681220517792132,145.67090834714705,-47.33621557978544,-1.1820518378261096,0.007745018179367413,-0.008598505224620091,-0.7954909496050122,0.605854957475648
13925,1681220523742804,1681220523712961,1681220523732621,1681220523742804,142.88700423750583,-51.44325746323824,-1.02737470030843,-0.00047308396714483526,0.01998018975247227,0.9019578945998824,-0.43136124603163295
13976,1681220528886819,1681220528896705,1681220528861788,1681220528886819,139.54359625697452,-55.30164008160648,-0.8329597591889648,-0.007859399384121118,0.0032405952331011185,0.9165101614532718,-0.39992105763107033
14033,1681220534636039,1681220534613958,1681220534608658,1681220534636039,135.85173318373285,-58.663260227973424,-0.7854442413949337,0.0008570707564195075,0.011079965010297914,0.9612089220995731,-0.27559736551945846
14088,1681220540183510,1681220540214477,1681220540213739,1681220540183510,131.04595749067417,-60.05232066270146,-0.5056477822524266,-0.004507000863728816,0.018880739971963358,0.9856207302446188,-0.1678540458654186
14145,1681220545932677,1681220545914965,1681220545941150,1681220545932677,126.2512343918286,-61.3120433445609,-0.6085175234541568,-0.006418860320588212,0.0074119307211614254,0.9956256036097276,-0.09291673128094471
14200,1681220551480157,1681220551515476,1681220551473534,1681220551480157,121.3089933082892,-60.72015547190787,-0.5365053732659303,-0.015866340552656538,0.026701837645958768,0.9850581528401965,0.16939807149686123
14255,1681220557027563,1681220556999217,1681220557011454,1681220557027563,117.03839673309103,-58.260789352054765,-0.7656493710283565,-0.019016261907979948,0.02797256560913,0.9288717659750033,0.36885384602951937
14310,1681220562575034,1681220562599721,1681220562560495,1681220562575034,113.4411041775772,-54.84360147584125,-1.0339475711665855,-0.02140084530065702,0.02769053500960207,0.9210483238708016,0.3878726894047661
14359,1681220567517307,1681220567500208,1681220567491409,1681220567517307,109.87591282467795,-51.33549094711604,-1.1152845075775275,-0.015156889355458223,0.02699663881362796,0.9226476609744884,0.38439919861536975
14412,1681220572863096,1681220572817329,1681220572888941,1681220572863096,106.34050076225488,-47.84274133863664,-1.3195039804549826,-0.007303941284468941,0.030101123943835965,0.9226144518038206,0.3844777602173713
14466,1681220578309634,1681220578317712,1681220578295398,1681220578309634,102.84972132749678,-44.24941086362565,-1.3114518760206897,-0.012494525619746876,0.03100778151342708,0.9187265648517363,0.3934766871758495
14522,1681220583957954,1681220583918210,1681220583966238,1681220583957954,99.69880277311646,-40.282433912546686,-1.5777632032697675,-0.010141116772742683,0.033363349861383125,0.9104040257185682,0.412248171120325
14578,1681220589606269,1681220589618725,1681220589590785,1681220589606269,96.41338028215559,-36.52431586178917,-1.6074821319751316,-0.0075150089582023075,0.0307924904072204,0.903276406325851,0.42788676183066854
14630,1681220594851164,1681220594802605,1681220594857705,1681220594851164,93.40461878822428,-32.51588113408903,-1.7249660935439208,-0.010362725699256116,0.02595753796151072,0.8926023555323833,0.449977616151181
14683,1681220600196858,1681220600219720,1681220600183486,1681220600196858,90.48384960246848,-28.49650534615296,-1.9569228005518329,-0.011211442102723224,0.0401770582151128,0.8856889482304148,0.4624015511886383
14736,1681220605542607,1681220605503469,1681220605522924,1681220605542607,87.64787609955384,-24.391584670654616,-2.005669245487921,-0.011424518836942591,0.04724093854845211,0.883225632626038,0.46642282959428594
14789,1681220610888365,1681220610903957,1681220610917187,1681220610888365,84.84061947499242,-20.293125949260794,-2.109693233400108,-0.007085266590671815,0.03849836057873746,0.8782726277629719,0.4765552082942885
14845,1681220616536705,1681220616504462,1681220616519908,1681220616536705,82.27129383462241,-15.991608882108107,-2.4094660076593417,-0.012814675602423732,0.04151512806445804,0.8083621902883926,0.5870799328397699
14903,1681220622386859,1681220622421600,1681220622397369,1681220622386859,80.20167522307315,-11.417876308176234,-2.651832672214983,-0.0029135835266728503,0.04254602614079948,0.9323375782558518,0.3590654353494258
14959,1681220628035033,1681220628005501,1681220628067282,1681220628035033,75.6475456554635,-9.338381790114536,-2.433944155622769,0.0008895740442957588,0.03168668784667597,0.9934846964273034,0.10946835358255896
15012,1681220633380806,1681220633405979,1681220633402903,1681220633380807,70.73699463907691,-8.540424945973724,-2.1284751276105047,0.020351026715998397,0.033147219959632226,0.9990405792628972,-0.020125071592594336
15070,1681220639230824,1681220639206493,1681220639207531,1681220639230824,65.98925191711086,-10.17366979630162,-1.7702099190228813,0.01907672402134416,0.01726701893558401,0.9403111491815882,-0.33934182085692455
15125,1681220644778364,1681220644806995,1681220644745080,1681220644778364,62.34129463032417,-13.56186055010519,-1.3208355723708765,0.02215893416560511,0.015651128505692953,0.9313593403332302,-0.36308924934125086
15178,1681220650124025,1681220650107363,1681220650149277,1681220650124025,58.498022847038015,-16.808573220037633,-0.6503069035258473,0.030361323589340367,0.017454257571969518,0.9434627877353264,-0.32962328055099704
15234,1681220655772326,1681220655791248,1681220655753590,1681220655772326,55.13797317130528,-20.55382930064105,-0.4447504424514858,-0.01798055926987699,-0.01009948251863476,-0.8573713413624957,0.5142850211229888
15288,1681220661218906,1681220661208380,1681220661224605,1681220661218906,52.89981721868731,-25.00350427667189,-0.1966932052506326,-0.020044569992571037,0.001442961166215061,-0.8467358530397686,0.5316338291097553
15346,1681220667069561,1681220667092251,1681220667095454,1681220667069561,49.40765656642952,-28.61774478698708,1.0098312786878472,0.02986733153624116,0.04811141222522759,0.9793331167165896,-0.19416457200727733
15405,1681220673019858,1681220672992762,1681220673033138,1681220673019858,44.43260902314677,-28.499328709738545,1.4890921716690155,0.0113618474795273,0.061715082357663126,0.9723007444844132,0.2251519915667957
15462,1681220678769440,1681220678809895,1681220678770890,1681220678769440,41.08023236011218,-24.80180953608349,0.7666073052055341,0.006579578958429961,0.05697009293072918,0.8038262323403006,0.5920933252906936
15543,1681220686938943,1681220686977345,1681220686910185,1681220686938943,43.77502519788312,-20.617942662009487,0.07070887632137335,-0.015331183170997012,0.042197255046150975,0.010817777736609475,0.9989330919405908
15598,1681220692486392,1681220692494474,1681220692514813,1681220692486393,48.76289928711213,-20.331363136944113,-0.1733984465395485,-0.010452646049503444,0.04237405788563215,0.09466668290174748,0.9945518591593144
15655,1681220698235613,1681220698211606,1681220698258454,1681220698235613,53.53677443048604,-19.021854273612718,-0.6897410389955384,-0.004780180980600935,0.04434253813762547,0.218223429819878,0.9748791842371825
15706,1681220703379616,1681220703395465,1681220703395857,1681220703379617,57.682850272619305,-16.22407792903944,-0.7559281290217893,-0.008477926476775961,0.04453758465784246,0.3097395701302856,0.9497399259855329
15760,1681220708826186,1681220708795848,1681220708793370,1681220708826186,61.633188517997354,-13.095944219861517,-1.1270135913790331,-0.013734660056057108,0.05798180138418444,0.3628599916189233,0.9299366087555133
15813,1681220714171926,1681220714196344,1681220714194455,1681220714171926,65.25838594701425,-9.695000065058409,-1.8357968394161004,-0.008139306951581273,0.05804759783931357,0.38478443930555656,0.9211433999849
15870,1681220719921095,1681220719896860,1681220719935258,1681220719921095,68.00043312440523,-5.6323922161027,-2.0668949982012537,-0.008099482072812457,0.06274686997032862,0.5659600751104943,0.8220014732833526
15927,1681220725670308,1681220725714111,1681220725672817,1681220725670308,68.36670913942694,-0.6514215545518766,-2.3778395610391687,0.012753606321709904,0.037414669729572206,0.8245195024641152,0.564451129922818
15983,1681220731318616,1681220731297859,1681220731286922,1681220731318616,65.35766505805685,3.329550090047681,-2.252958443556139,0.016535725838395014,0.03484319506730419,0.9237509999168024,0.3810467316238352
16037,1681220736765246,1681220736781736,1681220736766548,1681220736765246,62.11372263183642,7.131043393831706,-2.309340175638544,0.014356818438340769,0.02324076416254081,0.8939190626678181,0.4473951922456919
16092,1681220742312688,1681220742315503,1681220742290528,1681220742312688,59.08127861295278,11.1330641081729,-1.9623737640850705,0.013638547462725508,0.016068773743554223,0.8962222377908498,0.4431043726061019
16150,1681220748162772,1681220748199383,1681220748159670,1681220748162772,56.00885425296992,15.047560190852773,-1.813816289227554,0.009198607267161703,0.012176436839922318,0.9072276199282718,0.420363135454944
